country,happiness_score,economy_gdp_per_capita,family,health_life_expectancy,freedom,generosity1,trust_government_corruption,year
Ethiopia,4.186200142,0.315125644,0.743307352,0.483846247,0.41256687,0.227698103,0.117437035,2020
Finland,7.406000000000001,1.29025,1.31826,0.8891100000000001,0.64169,0.23351,0.41372,2015
Finland,7.412999999999999,1.40598,1.1346399999999999,0.81091,0.57104,0.25492,0.41003999999999996,2016
Finland,7.468999862670901,1.44357192516327,1.5402467250824,0.80915766954422,0.6179508566856379,0.24548277258873,0.38261154294014,2017
Finland,7.632000000000001,1.305,1.5919999999999999,0.8740000000000001,0.6809999999999999,0.20199999999999999,0.39299999999999996,2018
Finland,7.769,1.34,1.587,0.986,0.596,0.153,0.39299999999999996,2019
Finland,7.808700085,1.285189509,0.954329729,0.961271405,0.66231674,0.159670442,0.477857262,2020
France,6.575,1.27778,1.2603799999999998,0.9457899999999999,0.55011,0.12332,0.20646,2015
France,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,2016
France,6.44199991226196,1.43092346191406,1.38777685165405,0.8444658517837521,0.470222115516663,0.129762306809425,0.172502428293228,2017
France,6.489,1.2930000000000001,1.466,0.9079999999999999,0.52,0.098,0.17600000000000002,2018
France,6.5920000000000005,1.324,1.472,1.045,0.436,0.111,0.183,2019
France,6.663799762999999,1.268129349,0.937103748,1.029714227,0.5140509010000001,0.112607703,0.227303237,2020
Gabon,3.8960000000000004,1.06024,0.90528,0.43372,0.31914000000000003,0.06822,0.11091,2015
Gabon,4.121,1.15851,0.72368,0.3494,0.28098,0.062439999999999996,0.09314,2016
Gabon,4.46500015258789,1.1982102394104,1.1556202173233001,0.35657858848571794,0.31232857704162603,0.0437853783369064,0.0760467872023582,2017
Gabon,4.758,1.036,1.1640000000000001,0.40399999999999997,0.35600000000000004,0.032,0.052000000000000005,2018
Gabon,4.7989999999999995,1.057,1.183,0.5710000000000001,0.295,0.043,0.055,2019
Gabon,4.829299927,0.9880443809999999,0.787886858,0.522574842,0.36945989700000004,0.052013602,0.05580453900000001,2020
Gambia,4.516,0.308,0.9390000000000001,0.428,0.382,0.26899999999999996,0.16699999999999998,2019
Gambia,4.750599861,0.256990552,0.6931687,0.35324788100000004,0.403419524,0.425989687,0.158093795,2020
Georgia,4.297,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.055470000000000005,0.38331,2015
Georgia,4.252,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.06786,0.3188,2016
Georgia,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.25166663527488703,2017
Georgia,4.34,0.853,0.5920000000000001,0.643,0.375,0.038,0.215,2018
Georgia,4.519,0.8859999999999999,0.6659999999999999,0.752,0.34600000000000003,0.043,0.16399999999999998,2019
Georgia,4.672599792,0.847198069,0.629033029,0.6946576240000001,0.485494107,0.047609735,0.174088076,2020
Germany,6.75,1.32792,1.2993700000000001,0.89186,0.6147699999999999,0.28214,0.21843,2015
Germany,6.994,1.44787,1.09774,0.81487,0.53466,0.30451999999999996,0.28551,2016
Germany,6.9510002136230495,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.33626917004585305,0.276731938123703,2017
Germany,6.965,1.34,1.474,0.861,0.586,0.273,0.28,2018
Germany,6.985,1.3730000000000002,1.454,0.987,0.495,0.261,0.265,2019
Germany,7.075799942000001,1.314184546,0.898874462,0.9721148009999999,0.564274132,0.252037704,0.309362292,2020
Ghana,4.633,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.23087,0.04355,2015
Ghana,4.276,0.63107,0.49353,0.29681,0.40973000000000004,0.21203000000000002,0.0326,2016
Ghana,4.11999988555908,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.25692394375801103,0.0253363698720932,2017
Ghana,4.657,0.5920000000000001,0.8959999999999999,0.337,0.499,0.212,0.028999999999999998,2018
Ghana,4.996,0.611,0.868,0.486,0.381,0.245,0.04,2019
Ghana,5.1479997630000005,0.575862467,0.728601098,0.432162255,0.47729006399999996,0.261291206,0.056570380999999996,2020
Greece,4.857,1.15406,0.9293299999999999,0.88213,0.07699,0.0,0.013969999999999998,2015
Greece,5.033,1.24886,0.75473,0.80029,0.05822000000000001,0.0,0.04127,2016
Greece,5.2270002365112305,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.0,0.043289776891470004,2017
Greece,5.358,1.1540000000000001,1.202,0.879,0.131,0.0,0.044000000000000004,2018
Greece,5.287000000000001,1.181,1.156,0.9990000000000001,0.067,0.0,0.034,2019
Greece,5.514999866,1.128070116,0.8143803479999999,0.979431748,0.17351634800000001,0.0,0.048844352,2020
Guatemala,6.122999999999999,0.74553,1.04356,0.64425,0.57733,0.27489,0.09472,2015
Guatemala,6.324,0.83454,0.8711899999999999,0.5403899999999999,0.50379,0.28808,0.08701,2016
Guatemala,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.5313106179237371,0.283488392829895,0.0772232785820961,2017
Guatemala,6.382000000000001,0.7809999999999999,1.268,0.608,0.604,0.179,0.071,2018
Guatemala,6.436,0.8,1.2690000000000001,0.746,0.535,0.175,0.078,2019
Guatemala,6.398900032,0.7538157109999999,0.8166214820000001,0.705952585,0.613146722,0.170611665,0.09836030000000001,2020
Guinea,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139000000000001,2015
Guinea,3.6069999999999998,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2016
Guinea,3.50699996948242,0.24454993009567302,0.7912446856498722,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,2017
Guinea,3.964,0.344,0.792,0.21100000000000002,0.39399999999999996,0.185,0.094,2018
Guinea,4.534,0.38,0.8290000000000001,0.375,0.332,0.207,0.086,2019
Guinea,4.949299812,0.390007734,0.637573481,0.333655238,0.37187805799999996,0.249490842,0.11220455900000001,2020
Haiti,4.518,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175,2015
Haiti,4.0280000000000005,0.34097,0.29561,0.27494,0.12072000000000001,0.47958,0.14476,2016
Haiti,3.6029999256133998,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.48920378088951094,0.0998721495270729,2017
Haiti,3.582,0.315,0.7140000000000001,0.289,0.025,0.392,0.10400000000000001,2018
Haiti,3.597,0.32299999999999995,0.688,0.449,0.026000000000000002,0.419,0.11,2019
Haiti,3.720799923,0.284734428,0.593247831,0.37436673,0.169297516,0.463909656,0.161935672,2020
Honduras,4.788,0.59532,0.9534799999999999,0.6951,0.40148,0.23026999999999997,0.06825,2015
Honduras,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.2044,0.06906,2016
Honduras,5.1810002326965305,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.23618887364864302,0.0733454525470734,2017
Honduras,5.504,0.62,1.205,0.622,0.45899999999999996,0.19699999999999998,0.07400000000000001,2018
Honduras,5.86,0.642,1.236,0.828,0.507,0.24600000000000002,0.078,2019
Honduras,5.953199862999999,0.598763585,0.821870148,0.791989982,0.568148077,0.256528199,0.086807102,2020
Hong Kong,5.474,1.38604,1.05818,1.01328,0.59608,0.39478,0.37124,2015
Hong Kong,5.457999999999999,1.5107,0.87021,0.9527700000000001,0.48078999999999994,0.40097,0.31647,2016
Hong Kong,5.43,1.405,1.29,1.03,0.524,0.24600000000000002,0.29100000000000004,2018
Hong Kong,5.43,1.4380000000000002,1.2770000000000001,1.122,0.44,0.258,0.287,2019
Hong Kong S.A.R. of China,5.510399818,1.3767460580000002,0.8459690809999999,1.136630654,0.459356517,0.288280904,0.332485437,2020
"Hong Kong S.A.R., China",5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.29393374919891396,2017
Hungary,4.8,1.12094,1.20215,0.75905,0.32111999999999996,0.128,0.02758,2015
Hungary,5.145,1.24142,0.9316399999999999,0.67608,0.1977,0.099,0.044719999999999996,2016
Hungary,5.32399988174438,1.2860119342803997,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0784016624093056,0.0366369374096394,2017
Hungary,5.62,1.171,1.401,0.732,0.259,0.061,0.022000000000000002,2018
Hungary,5.757999999999999,1.2009999999999998,1.41,0.828,0.19899999999999998,0.081,0.02,2019
Hungary,6.000400066,1.1643071170000001,0.921934128,0.806793869,0.386401802,0.070491239,0.027548173,2020
Iceland,7.561,1.3023200000000001,1.4022299999999999,0.94784,0.6287699999999999,0.4363,0.14145,2015
Iceland,7.501,1.42666,1.18326,0.8673299999999999,0.56624,0.47678000000000004,0.14975,2016
Iceland,7.50400018692017,1.480633020401,1.6105740070343,0.8335521221160892,0.6271626353263849,0.47554022073745705,0.15352655947208402,2017
Iceland,7.495,1.3430000000000002,1.6440000000000001,0.914,0.677,0.353,0.138,2018
Iceland,7.494,1.38,1.624,1.026,0.591,0.354,0.11800000000000001,2019
Iceland,7.504499912000001,1.326501608,0.9746695759999999,1.000843406,0.661980748,0.362330228,0.14454077199999998,2020
India,4.565,0.64499,0.38174,0.5152899999999999,0.39786,0.26475,0.08492000000000001,2015
India,4.404,0.74036,0.29247,0.45091000000000003,0.40285,0.25028,0.08722,2016
India,4.31500005722046,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.23153848946094502,0.0922268852591515,2017
India,4.19,0.721,0.747,0.485,0.539,0.172,0.09300000000000001,2018
India,4.015,0.755,0.765,0.588,0.498,0.2,0.085,2019
India,3.573299885,0.730576158,0.592200935,0.54057014,0.5811422470000001,0.237072483,0.105587982,2020
Indonesia,5.399,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.51535,0.0,2015
Indonesia,5.314,0.95104,0.87625,0.49373999999999996,0.39237,0.56521,0.00322,2016
Indonesia,5.26200008392334,0.995538592338562,1.2744446992874099,0.49234572052955605,0.443323463201523,0.611704587936401,0.0153171354904771,2017
Indonesia,5.093,0.899,1.215,0.522,0.5379999999999999,0.484,0.018000000000000002,2018
Indonesia,5.192,0.9309999999999999,1.203,0.66,0.491,0.498,0.027999999999999997,2019
Indonesia,5.285600185,0.891720712,0.808379889,0.610437036,0.568161428,0.542646527,0.038278612999999996,2020
Iran,4.686,1.0088,0.54447,0.69805,0.30033000000000004,0.38086,0.058629999999999995,2015
Iran,4.813,1.11758,0.38856999999999997,0.64232,0.22544,0.38538,0.0557,2016
Iran,4.69199991226196,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.387242913246155,0.048761073499918005,2017
Iran,4.707,1.0590000000000002,0.7709999999999999,0.691,0.45899999999999996,0.282,0.129,2018
Iran,4.548,1.1,0.8420000000000001,0.785,0.305,0.27,0.125,2019
Iran,4.672399998,1.029322505,0.6946896909999999,0.749053836,0.301195472,0.27697894,0.142651513,2020
Iraq,4.677,0.98549,0.81889,0.60237,0.0,0.17922000000000002,0.13788,2015
Iraq,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13635999999999998,2016
Iraq,4.49700021743774,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.10721575468778599,2017
Iraq,4.456,1.01,0.971,0.536,0.304,0.14800000000000002,0.095,2018
Iraq,4.437,1.043,0.98,0.574,0.24100000000000002,0.14800000000000002,0.08900000000000001,2019
Iraq,4.7848000530000006,0.9820187090000001,0.7476949690000001,0.529350698,0.283588052,0.15300206800000002,0.073164992,2020
Ireland,6.94,1.33596,1.36948,0.89533,0.6177699999999999,0.45901000000000003,0.28703,2015
Ireland,6.907,1.4834100000000001,1.16157,0.81455,0.54008,0.44963000000000003,0.29754,2016
Ireland,6.9770002365112305,1.5357066392898602,1.5582311153411899,0.8097826242446899,0.5731103420257571,0.42785832285881,0.29838815331459007,2017
Ireland,6.977,1.4480000000000002,1.5830000000000002,0.8759999999999999,0.614,0.307,0.306,2018
Ireland,7.021,1.499,1.5530000000000002,0.9990000000000001,0.516,0.298,0.31,2019
Ireland,7.093699932000001,1.446886778,0.9420815709999999,0.975670695,0.587779939,0.295426995,0.37343326200000004,2020
Israel,7.278,1.2285700000000002,1.22393,0.9138700000000001,0.41318999999999995,0.33171999999999996,0.07785,2015
Israel,7.267,1.33766,0.9953700000000001,0.8491700000000001,0.36432,0.32288,0.08728,2016
Israel,7.212999820709231,1.3753824234008798,1.37628996372223,0.83840399980545,0.40598860383033797,0.330082654953003,0.0852421000599861,2017
Israel,6.814,1.301,1.5590000000000002,0.883,0.5329999999999999,0.354,0.272,2018
Israel,7.138999999999999,1.276,1.455,1.0290000000000001,0.371,0.261,0.08199999999999999,2019
Israel,7.128600121,1.216463685,0.913571239,1.008052945,0.42069947700000004,0.26686179600000004,0.09989845,2020
Italy,5.9479999999999995,1.25114,1.19777,0.9544600000000001,0.26236,0.22823000000000002,0.02901,2015
Italy,5.977,1.35495,1.04167,0.8510200000000001,0.18827,0.16684000000000002,0.02556,2016
Italy,5.96400022506714,1.3950666189193701,1.44492328166962,0.8531443476676941,0.256450712680817,0.17278964817523998,0.0280280914157629,2017
Italy,6.0,1.264,1.501,0.946,0.281,0.13699999999999998,0.027999999999999997,2018
Italy,6.223,1.294,1.4880000000000002,1.0390000000000001,0.231,0.158,0.03,2019
Italy,6.38740015,1.236396074,0.8898785709999999,1.0225049259999999,0.321305573,0.17026621100000003,0.040145598,2020
Ivory Coast,3.655,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922000000000002,2015
Ivory Coast,3.9160000000000004,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,2016
Ivory Coast,4.17999982833862,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.201237469911575,0.130061775445938,2017
Ivory Coast,4.671,0.541,0.872,0.08,0.467,0.146,0.10300000000000001,2018
Ivory Coast,4.944,0.569,0.8079999999999999,0.23199999999999998,0.35200000000000004,0.154,0.09,2019
Ivory Coast,5.233300208999999,0.537094414,0.658048689,0.154942513,0.39712253200000003,0.16991558699999998,0.09349579400000001,2020
Jamaica,5.709,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.2123,0.02299,2015
Jamaica,5.51,0.89333,0.96372,0.5946899999999999,0.43596999999999997,0.22245,0.04294,2016
Jamaica,5.31099987030029,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.23381833732128102,0.0552677810192108,2017
Jamaica,5.89,0.8190000000000001,1.493,0.693,0.575,0.096,0.031,2018
Jamaica,5.89,0.831,1.4780000000000002,0.831,0.49,0.107,0.027999999999999997,2019
Jamaica,5.889800072000001,0.779058397,0.9157018659999999,0.7884340879999999,0.553124607,0.116268493,0.030147785,2020
Japan,5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806,2015
Japan,5.921,1.3800700000000001,1.06054,0.91491,0.46761,0.10224,0.18985,2016
Japan,5.92000007629395,1.41691517829895,1.43633782863617,0.9134758710861209,0.505625545978546,0.12057276815175999,0.163760736584663,2017
Japan,5.915,1.294,1.462,0.988,0.5529999999999999,0.079,0.15,2018
Japan,5.886,1.327,1.419,1.088,0.445,0.069,0.14,2019
Japan,5.870800018,1.26672411,0.883545935,1.072881341,0.495465875,0.03571178,0.18143963800000001,2020
Jordan,5.192,0.9019799999999999,1.05392,0.69639,0.40660999999999997,0.11052999999999999,0.14293,2015
Jordan,5.303,0.9967299999999999,0.86216,0.60712,0.36023,0.14262,0.13297,2016
Jordan,5.33599996566772,0.9910123944282528,1.2390888929367099,0.6045900583267211,0.418421149253845,0.17217046022415197,0.11980327218771002,2017
Jordan,5.1610000000000005,0.8220000000000001,1.265,0.645,0.46799999999999997,0.13,0.134,2018
Jordan,4.906000000000001,0.8370000000000001,1.225,0.815,0.38299999999999995,0.11,0.13,2019
Jordan,4.6333999630000005,0.785179198,0.80216372,0.777624726,0.42485508299999997,0.091494769,0.151878625,2020
Kazakhstan,5.855,1.1225399999999999,1.1224100000000001,0.64368,0.51649,0.11827,0.08454,2015
Kazakhstan,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,2016
Kazakhstan,5.8189997673034695,1.2845562696456898,1.3843690156936599,0.6060415506362921,0.43745428323745705,0.20196442306041698,0.11928288638591802,2017
Kazakhstan,5.79,1.143,1.516,0.631,0.45399999999999996,0.14800000000000002,0.121,2018
Kazakhstan,5.809,1.173,1.508,0.7290000000000001,0.41,0.146,0.096,2019
Kazakhstan,6.0578999520000005,1.122594237,0.934744895,0.6987889409999999,0.497432142,0.15371379300000002,0.11046368599999999,2020
Kenya,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839,2015
Kenya,4.356,0.52267,0.7624,0.30146999999999996,0.40576,0.41328000000000004,0.06686,2016
Kenya,4.55299997329712,0.560479462146759,1.0679507255554201,0.30998834967613204,0.45276376605033897,0.444860309362411,0.0646413192152977,2017
Kenya,4.41,0.493,1.048,0.45399999999999996,0.504,0.35200000000000004,0.055,2018
Kenya,4.5089999999999995,0.512,0.983,0.581,0.431,0.37200000000000005,0.053,2019
Kenya,4.583000183,0.47641339899999996,0.702652037,0.536312759,0.519180536,0.39390209299999995,0.067201078,2020
Kosovo,5.5889999999999995,0.80148,0.81198,0.63132,0.24749000000000002,0.2831,0.04741,2015
Kosovo,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,2016
Kosovo,5.27899980545044,0.951484382152557,1.1378535032272301,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2017
Kosovo,5.662000000000001,0.855,1.23,0.578,0.44799999999999995,0.27399999999999997,0.023,2018
Kosovo,6.1,0.882,1.232,0.758,0.489,0.262,0.006,2019
Kosovo,6.325200081,0.8404813409999999,0.8207265140000001,0.672709167,0.557280421,0.325286865,0.008559024,2020
Kuwait,6.295,1.5542200000000002,1.16594,0.72492,0.55499,0.16228,0.25609,2015
Kuwait,6.239,1.61714,0.8775799999999999,0.63569,0.43166000000000004,0.15965,0.23669,2016
Kuwait,6.10500001907349,1.63295245170593,1.25969874858856,0.6321057081222529,0.49633759260177596,0.228289797902107,0.21515955030918102,2017
Kuwait,6.082999999999999,1.474,1.301,0.675,0.5539999999999999,0.16699999999999998,0.106,2018
Kuwait,6.021,1.5,1.319,0.8079999999999999,0.493,0.142,0.09699999999999999,2019
Kuwait,6.102099895,1.424833655,0.8464752440000001,0.776468933,0.5702614189999999,0.132751092,0.112814933,2020
Kyrgyzstan,5.2860000000000005,0.47428000000000003,1.15115,0.65088,0.43477,0.3003,0.042319999999999997,2015
Kyrgyzstan,5.185,0.5604399999999999,0.95434,0.5544899999999999,0.40212,0.38432,0.047619999999999996,2016
Kyrgyzstan,5.0040001869201705,0.5962200760841371,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,2017
Kyrgyzstan,5.131,0.53,1.416,0.594,0.54,0.281,0.035,2018
Kyrgyzstan,5.261,0.551,1.4380000000000002,0.723,0.508,0.3,0.023,2019
Kyrgyzstan,5.541500092000001,0.513180971,0.8872284890000001,0.680645883,0.614617765,0.30137074,0.030466691,2020
Laos,4.876,0.5906600000000001,0.73803,0.54909,0.59591,0.42191999999999996,0.24249,2015
Laos,4.876,0.68042,0.5497,0.38291,0.52168,0.43078999999999995,0.22423,2016
Laos,4.623,0.72,1.034,0.441,0.626,0.23,0.174,2018
Laos,4.796,0.764,1.03,0.551,0.547,0.266,0.16399999999999998,2019
Laos,4.888599873,0.714693844,0.7375022170000001,0.48637828200000005,0.612027287,0.27266711,0.194273964,2020
Latvia,5.098,1.11312,1.09562,0.72437,0.29671,0.18225999999999998,0.06332,2015
Latvia,5.56,1.2178799999999999,0.95025,0.63952,0.27996,0.17445,0.0889,2016
Latvia,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.32570791244506797,0.153074786067009,0.0738427266478539,2017
Latvia,5.933,1.148,1.454,0.6709999999999999,0.363,0.092,0.066,2018
Latvia,5.94,1.187,1.465,0.812,0.264,0.075,0.064,2019
Latvia,5.9499998089999995,1.14139545,0.9182885890000001,0.7779024240000001,0.329198807,0.075407945,0.090391524,2020
Lebanon,4.8389999999999995,1.0256399999999999,0.80001,0.83947,0.33916,0.21854,0.04582,2015
Lebanon,5.129,1.12268,0.64184,0.76171,0.26228,0.23693000000000003,0.030610000000000002,2016
Lebanon,5.22499990463257,1.07498753070831,1.1296242475509601,0.7350810766220089,0.28851598501205394,0.26445075869560203,0.037513829767704,2017
Lebanon,5.358,0.965,1.179,0.785,0.503,0.214,0.136,2018
Lebanon,5.197,0.987,1.224,0.815,0.21600000000000003,0.166,0.027000000000000003,2019
Lebanon,4.771500111,0.889232516,0.824338138,0.7886711359999999,0.18551667,0.158524141,0.021518147,2020
Lesotho,4.898,0.37545,1.04103,0.07612000000000001,0.31767,0.16388,0.12504,2015
Lesotho,3.80800008773804,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.157497271895409,0.119094640016556,2017
Lesotho,3.8080000000000003,0.47200000000000003,1.215,0.079,0.423,0.11599999999999999,0.11199999999999999,2018
Lesotho,3.802,0.489,1.169,0.168,0.359,0.107,0.09300000000000001,2019
Lesotho,3.6528000830000003,0.45493874,0.7804957029999999,0.100934811,0.40936753200000003,0.10262764199999999,0.050483823,2020
Liberia,4.571000000000001,0.0712,0.78968,0.34201,0.28531,0.24361999999999998,0.06232000000000001,2015
Liberia,3.622,0.10705999999999999,0.50353,0.23165,0.25748000000000004,0.24063,0.04852,2016
Liberia,3.5329999923706095,0.11904179304838199,0.8721179366111759,0.229918196797371,0.33288118243217496,0.26654988527298,0.0389482490718365,2017
Liberia,3.495,0.076,0.858,0.267,0.419,0.20600000000000002,0.03,2018
Liberia,3.975,0.073,0.922,0.44299999999999995,0.37,0.233,0.033,2019
Liberia,4.557899952,0.174103007,0.70928055,0.392284274,0.405943096,0.22696787100000002,0.051139875999999994,2020
Libya,5.754,1.13145,1.1186200000000002,0.7038,0.41668,0.18295,0.11023,2015
Libya,5.615,1.0668799999999998,0.95076,0.52304,0.40671999999999997,0.17087,0.10339000000000001,2016
Libya,5.525000095367429,1.1018030643463101,1.3575643301010099,0.520169019699097,0.465733230113983,0.15207366645336198,0.0926102101802826,2017
Libya,5.566,0.985,1.35,0.5529999999999999,0.496,0.11599999999999999,0.14800000000000002,2018
Libya,5.525,1.044,1.3030000000000002,0.6729999999999999,0.41600000000000004,0.133,0.152,2019
Libya,5.488800049,1.021913767,0.8259429340000001,0.615626633,0.45135405700000003,0.14275769900000002,0.17225807899999998,2020
Lithuania,5.832999999999999,1.14723,1.25745,0.73128,0.21341999999999997,0.026410000000000003,0.01031,2015
Lithuania,5.813,1.2692,1.0641100000000001,0.64674,0.18929,0.02025,0.0182,2016
Lithuania,5.90199995040894,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2017
Lithuania,5.952000000000001,1.197,1.527,0.716,0.35,0.026000000000000002,0.006,2018
Lithuania,6.149,1.238,1.515,0.818,0.29100000000000004,0.043,0.042,2019
Lithuania,6.215499877999999,1.193559647,0.926107109,0.795421183,0.42046079,0.053691040999999995,0.081350274,2020
Luxembourg,6.946000000000001,1.5639100000000001,1.21963,0.91894,0.61583,0.28034000000000003,0.37798000000000004,2015
Luxembourg,6.871,1.6975200000000001,1.03999,0.8454200000000001,0.5487,0.27571,0.35329,2016
Luxembourg,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,2017
Luxembourg,6.91,1.5759999999999998,1.52,0.8959999999999999,0.632,0.196,0.321,2018
Luxembourg,7.09,1.609,1.479,1.012,0.526,0.19399999999999998,0.316,2019
Luxembourg,7.2375001910000005,1.536676049,0.9069122079999999,0.986442685,0.610137045,0.19595392,0.367041469,2020
Macedonia,5.007,0.91851,1.00232,0.73545,0.33457,0.22359,0.053270000000000005,2015
Macedonia,5.121,1.0193,0.78236,0.6473800000000001,0.27668000000000004,0.23506999999999997,0.07047,2016
Macedonia,5.175000190734861,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,2017
Macedonia,5.185,0.9590000000000001,1.239,0.691,0.39399999999999996,0.17300000000000001,0.052000000000000005,2018
Macedonia,5.1598000530000006,0.935371995,0.820392311,0.802994132,0.41022458700000003,0.18586354,0.024595059,2020
Madagascar,3.681,0.20824,0.66801,0.46721,0.19184,0.21333000000000002,0.08123999999999999,2015
Madagascar,3.695,0.27954,0.46115,0.37109000000000003,0.13684000000000002,0.2204,0.07506,2016
Madagascar,3.64400005340576,0.305808693170547,0.9130203723907471,0.375223308801651,0.18919676542282102,0.208732530474663,0.0672319754958153,2017
Madagascar,3.7739999999999996,0.262,0.9079999999999999,0.402,0.221,0.155,0.049,2018
Madagascar,3.9330000000000003,0.27399999999999997,0.9159999999999999,0.555,0.14800000000000002,0.16899999999999998,0.040999999999999995,2019
Madagascar,4.165599823,0.244553208,0.668195903,0.500617027,0.192967549,0.191190064,0.076248638,2020
Malawi,4.292,0.016040000000000002,0.41134,0.22562,0.43054,0.33128,0.06977,2015
Malawi,4.156000000000001,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2016
Malawi,3.97000002861023,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.28717046976089505,0.0727116540074348,2017
Malawi,3.5869999999999997,0.18600000000000003,0.541,0.306,0.531,0.21,0.08,2018
Malawi,3.41,0.191,0.56,0.495,0.44299999999999995,0.218,0.08900000000000001,2019
Malawi,3.538000107,0.176534727,0.544007301,0.446163297,0.487389833,0.21318505699999998,0.131633952,2020
Malaysia,5.77,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.33075,0.10500999999999999,2015
Malaysia,6.005,1.25142,0.88025,0.62366,0.39031,0.41473999999999994,0.09081,2016
Malaysia,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.40226498246192893,0.416608929634094,0.0656007081270218,2017
Malaysia,6.322,1.161,1.258,0.669,0.35600000000000004,0.311,0.059000000000000004,2018
Malaysia,5.3389999999999995,1.2209999999999999,1.171,0.828,0.508,0.26,0.024,2019
Malaysia,5.384300232,1.168421626,0.816509426,0.7885118720000001,0.596941531,0.274886161,0.062163132999999995,2020
Maldives,5.197599888,0.9378643040000001,0.91316092,0.9144395590000001,0.548203647,0.224198252,0.071906492,2020
Mali,3.995,0.26074,1.03526,0.20583,0.38856999999999997,0.18798,0.12352,2015
Mali,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.21064000000000002,0.13647,2016
Mali,4.19000005722046,0.476180493831635,1.2814733982086202,0.16936567425727803,0.306613743305206,0.183354198932648,0.10497024655342098,2017
Mali,4.447,0.37,1.2329999999999999,0.152,0.36700000000000005,0.139,0.055999999999999994,2018
Mali,4.39,0.385,1.105,0.308,0.327,0.153,0.052000000000000005,2019
Mali,4.729300021999999,0.35246264899999996,0.7314689759999999,0.234981522,0.377534449,0.16966705,0.06214627599999999,2020
Malta,6.3020000000000005,1.2074,1.30203,0.88721,0.60365,0.51752,0.13585999999999998,2015
Malta,6.4879999999999995,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,2016
Malta,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.5747305750846861,0.153066068887711,2017
Malta,6.627000000000001,1.27,1.525,0.884,0.645,0.376,0.142,2018
Malta,6.726,1.3,1.52,0.9990000000000001,0.564,0.375,0.151,2019
Malta,6.772799968999999,1.2525132890000001,0.93037951,0.9720420240000001,0.633239031,0.341180831,0.17886407699999998,2020
Mauritania,4.436,0.45407,0.86908,0.35874,0.24231999999999998,0.21899999999999997,0.17461,2015
Mauritania,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.22685999999999998,0.17955,2016
